CropSeqID	startDay	endDay	FOMCStoredStart	HUMCStoredStart	ROMCStoredStart	BiocharCStoredStart	FOMnStoredStart	HUMnStoredStart	ROMnStoredStart	FOMC_InputThisCrop	HUMC_InputThisCrop	BiocharC_InputThisCrop	CO2Emission	balance	FOMCStoredEnd	HUMCStoredEnd	ROMCStoredEnd	BiocharCStoredEnd	SoilOrganicCarbon	FOMnStoredEnd	HUMnStoredEnd	ROMnStoredEnd	Total_soil_N	FOMNInput	HUMNInput	Nmin	Org_N_leached	NStart	Nend	FOMnmineralised
CropSeqID	day	day	MgC/ha	MgC/ha	MgC/ha	MgC/ha	MgN/ha	MgN/ha	MgN/ha	MgC/ha/period	MgC/ha/period	MgC/ha/period	MgC/ha/period	MgC/ha/period	MgC/ha	MgC/ha	MgC/ha	MgC/ha	MgC/ha	MgN/ha	MgN/ha	MgN/ha	MgN/ha	MgN/ha/period	MgN/ha/period	MgN/ha/period	MgN/ha/period	MgN/ha	MgN/ha	MgN/ha/period
1	-13185	-12821	6460.46311803797	68163.2167143385	79621.8562178796	0	490.328984518973	5680.2680595282	6635.1546848233	6599.99999999998	0	0	6695.27151104733	-2.91038304567337E-11	6460.46311803797	68064.404002763	79625.3974184078	0	154150.264539209	490.328984518973	5672.03366689691	6635.44978486732	12797.8124362832	440.000000000003	0	447.939292587282	0	12805.7517288705	12797.8124362832	440
1	-12820	-12456	6460.46311803797	68064.404002763	79625.3974184078	0	490.328984518973	5672.03366689691	6635.44978486732	6599.99999999998	0	0	6693.60652718071	1.74622982740402E-10	6460.46311803797	67967.2889275173	79628.9059664726	0	154056.658012028	490.328984518973	5663.94074395977	6635.74216387272	12790.0118923515	440.000000000003	0	447.800543931742	0	12797.8124362832	12790.0118923515	440
1	-12455	-12091	6460.46311803797	67967.2889275173	79628.9059664726	0	490.328984518973	5663.94074395977	6635.74216387272	6599.99999999998	0	0	6691.97014291345	2.3283064365387E-10	6460.46311803797	67871.8423347831	79632.382416293	0	153964.687869114	490.328984518973	5655.98686123193	6636.03186802442	12782.3477137753	440.000000000003	0	447.664178576144	0	12790.0118923515	12782.3477137753	440
1	-12090	-11726	6460.46311803797	67871.8423347831	79632.382416293	0	490.328984518973	5655.98686123193	6636.03186802442	6599.99999999998	0	0	6690.36186742162	8.73114913702011E-11	6460.46311803797	67778.0355710762	79635.8273125782	0	153874.326001692	490.328984518973	5648.16963092302	6636.31894271485	12774.8175581568	440.000000000003	0	447.530155618482	0	12782.3477137753	12774.8175581568	440
1	-11725	-11361	6460.46311803797	67778.0355710762	79635.8273125782	0	490.328984518973	5648.16963092302	6636.31894271485	6599.99999999998	0	0	6688.7812182961	8.73114913702011E-11	6460.46311803797	67685.8404746683	79639.2411906898	0	153785.544783396	490.328984518973	5640.48670622236	6636.60343255749	12767.4191232988	440.000000000003	0	447.39843485802	0	12774.8175581568	12767.4191232988	440
1	-11360	-10996	6460.46311803797	67685.8404746683	79639.2411906898	0	490.328984518973	5640.48670622236	6636.60343255749	6599.99999999998	0	0	6687.22772139787	5.82076609134674E-11	6460.46311803797	67595.2293671567	79642.6245768035	0	153698.317061998	490.328984518973	5632.93578059639	6636.88538140029	12760.1501465157	440.000000000003	0	447.268976783163	0	12767.4191232988	12760.1501465157	440
1	-10995	-10631	6460.46311803797	67595.2293671567	79642.6245768035	0	490.328984518973	5632.93578059639	6636.88538140029	6599.99999999998	0	0	6685.70091071745	1.16415321826935E-10	6460.46311803797	67506.1750451774	79645.9779880652	0	153612.616151281	490.328984518973	5625.51458709812	6637.16483233877	12753.0084039559	440.000000000003	0	447.141742559803	0	12760.1501465157	12753.0084039559	440
1	-10630	-10266	6460.46311803797	67506.1750451774	79645.9779880652	0	490.328984518973	5625.51458709812	6637.16483233877	6599.99999999998	0	0	6684.20032823535	2.91038304567337E-11	6460.46311803797	67418.6507722603	79649.3019327469	0	153528.415823045	490.328984518973	5618.22089768836	6637.44182772891	12745.9917099362	440.000000000003	0	447.016694019621	0	12753.0084039559	12745.9917099362	440
1	-10265	-9901	6460.46311803797	67418.6507722603	79649.3019327469	0	490.328984518973	5618.22089768836	6637.44182772891	6599.99999999998	0	0	6682.7255237849	1.74622982740402E-10	6460.46311803797	67332.6302708242	79652.5969103978	0	153445.69029926	490.328984518973	5611.05252256869	6637.71640919982	12739.0979162875	440.000000000003	0	446.89379364876	0	12745.9917099362	12739.0979162875	440
1	-9900	-9536	6460.46311803797	67332.6302708242	79652.5969103978	0	490.328984518973	5611.05252256869	6637.71640919982	6599.99999999998	0	0	6681.27605491844	1.45519152283669E-10	6460.46311803797	67248.0877143082	79655.8634119953	0	153364.414244341	490.328984518973	5604.00730952568	6637.98861766628	12732.3249117109	440.000000000003	0	446.773004576553	0	12739.0979162875	12732.3249117109	440
1	-9535	-9171	6460.46311803797	67248.0877143082	79655.8634119953	0	490.328984518973	5604.00730952568	6637.98861766628	6599.99999999998	0	0	6679.85148677479	1.16415321826935E-10	6460.46311803797	67164.9977194379	79659.1019200906	0	153284.562757567	490.328984518973	5597.0831432865	6638.25849334088	12725.6706211463	440.000000000003	0	446.65429056458	0	12732.3249117109	12725.6706211463	440
1	-9170	-8806	6460.46311803797	67164.9977194379	79659.1019200906	0	490.328984518973	5597.0831432865	6638.25849334088	6599.99999999998	0	0	6678.45139194947	1.74622982740402E-10	6460.46311803797	67083.3353386252	79662.3129089537	0	153206.111365617	490.328984518973	5590.27794488543	6638.52607574614	12719.1330051505	440.000000000003	0	446.537615995809	0	12725.6706211463	12719.1330051505	440
